CMDLINE 'C:\Program Files\Python310\python.exe' __projekt.py
MEM 2.613281 1699429020.2391
MEM 8.984375 1699429020.3531
MEM 14.179688 1699429020.4651
MEM 18.718750 1699429020.5751
MEM 21.718750 1699429020.6871
MEM 22.101562 1699429020.7971
MEM 22.425781 1699429020.9091
MEM 22.722656 1699429021.0211
MEM 23.296875 1699429021.1321
MEM 23.636719 1699429021.2431
MEM 26.078125 1699429021.3521
MEM 28.593750 1699429021.4632
MEM 28.593750 1699429021.5719
MEM 28.593750 1699429021.6807
MEM 28.593750 1699429021.7881
MEM 28.593750 1699429021.8974
MEM 28.593750 1699429022.0059
MEM 28.593750 1699429022.1141
MEM 28.593750 1699429022.2226
MEM 28.593750 1699429022.3328
MEM 28.593750 1699429022.4448
MEM 28.593750 1699429022.5530
MEM 28.593750 1699429022.6608
MEM 28.593750 1699429022.7697
MEM 28.593750 1699429022.8798
MEM 28.593750 1699429022.9889
MEM 28.593750 1699429023.0979
MEM 28.593750 1699429023.2074
MEM 28.593750 1699429023.3187
MEM 28.593750 1699429023.4274
MEM 28.593750 1699429023.5350
MEM 28.593750 1699429023.6446
MEM 28.593750 1699429023.7535
MEM 28.593750 1699429023.8618
MEM 28.593750 1699429023.9708
MEM 28.593750 1699429024.0794
MEM 28.593750 1699429024.1868
MEM 28.593750 1699429024.2960
MEM 28.593750 1699429024.4046
MEM 28.593750 1699429024.5136
MEM 28.593750 1699429024.6229
MEM 28.593750 1699429024.7316
MEM 28.593750 1699429024.8402
MEM 28.593750 1699429024.9501
MEM 28.593750 1699429025.0586
MEM 28.593750 1699429025.1656
MEM 28.593750 1699429025.2745
MEM 28.593750 1699429025.3828
MEM 28.593750 1699429025.4925
MEM 28.593750 1699429025.6013
MEM 28.593750 1699429025.7092
MEM 28.593750 1699429025.8203
MEM 28.593750 1699429025.9270
MEM 28.593750 1699429026.0362
MEM 28.593750 1699429026.1469
MEM 28.593750 1699429026.2554
MEM 28.593750 1699429026.3644
MEM 28.593750 1699429026.4739
MEM 28.593750 1699429026.5815
MEM 28.593750 1699429026.6895
MEM 28.601562 1699429026.7974
MEM 28.601562 1699429026.9048
MEM 28.601562 1699429027.0239
MEM 28.601562 1699429027.1262
MEM 28.601562 1699429027.2360
MEM 28.601562 1699429027.3440
MEM 28.601562 1699429027.4528
MEM 28.601562 1699429027.5617
MEM 28.601562 1699429027.6707
MEM 28.601562 1699429027.7788
MEM 28.601562 1699429027.8881
MEM 28.601562 1699429027.9949
MEM 28.601562 1699429028.1047
MEM 28.601562 1699429028.2150
MEM 28.601562 1699429028.3242
MEM 28.601562 1699429028.4331
MEM 28.601562 1699429028.5423
MEM 28.601562 1699429028.6514
MEM 28.601562 1699429028.7589
MEM 28.601562 1699429028.8703
MEM 28.601562 1699429028.9784
MEM 28.601562 1699429029.0874
MEM 28.601562 1699429029.1955
MEM 28.601562 1699429029.3045
MEM 28.601562 1699429029.4146
MEM 28.601562 1699429029.5245
MEM 28.601562 1699429029.6326
MEM 28.601562 1699429029.7434
MEM 28.601562 1699429029.8546
MEM 28.601562 1699429029.9624
MEM 28.601562 1699429030.0715
MEM 28.601562 1699429030.1814
MEM 28.601562 1699429030.2918
MEM 28.601562 1699429030.4006
MEM 28.601562 1699429030.5094
MEM 28.601562 1699429030.6180
MEM 28.601562 1699429030.7259
MEM 28.601562 1699429030.8358
MEM 28.601562 1699429030.9459
MEM 28.601562 1699429031.0548
MEM 28.601562 1699429031.1629
MEM 28.601562 1699429031.2728
MEM 28.601562 1699429031.3852
MEM 28.601562 1699429031.4914
MEM 28.601562 1699429031.5992
MEM 28.601562 1699429031.7072
MEM 28.601562 1699429031.8163
MEM 28.601562 1699429031.9243
MEM 28.601562 1699429032.0335
MEM 28.601562 1699429032.1436
MEM 28.601562 1699429032.2534
MEM 28.601562 1699429032.3629
MEM 28.601562 1699429032.4723
MEM 28.601562 1699429032.5805
MEM 28.601562 1699429032.6896
MEM 28.601562 1699429032.7976
MEM 28.601562 1699429032.9057
MEM 28.601562 1699429033.0149
MEM 28.601562 1699429033.1243
MEM 28.601562 1699429033.2323
MEM 28.601562 1699429033.3425
MEM 28.601562 1699429033.4528
MEM 28.601562 1699429033.5618
MEM 28.601562 1699429033.6698
MEM 28.601562 1699429033.7794
MEM 28.601562 1699429033.8890
MEM 28.601562 1699429033.9988
MEM 28.601562 1699429034.1085
MEM 28.601562 1699429034.2169
MEM 28.601562 1699429034.3259
MEM 28.601562 1699429034.4344
MEM 28.601562 1699429034.5424
MEM 28.601562 1699429034.6523
MEM 28.601562 1699429034.7601
MEM 28.601562 1699429034.8703
MEM 28.601562 1699429034.9789
MEM 28.601562 1699429035.0882
MEM 28.601562 1699429035.1961
MEM 28.601562 1699429035.3052
MEM 28.601562 1699429035.4151
MEM 28.601562 1699429035.5225
MEM 28.601562 1699429035.6314
